route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
B0001,FULLW, TB000101,,0,,SB00010
B0001,FULLW, TB000102,,0,,SB00010
B0001,FULLW, TB000103,,0,,SB00010
B0001,FULLW, TB000104,,0,,SB00010
B0001,FULLW, TB000105,,0,,SB00010
B0001,FULLW, TB000106,,0,,SB00010
B0001,FULLW, TB000107,,0,,SB00010
B0001,FULLW, TB000108,,0,,SB00010
B0001,FULLW, TB000109,,0,,SB00010
B0001,FULLW, TB0001010,,0,,SB00010
B0001,FULLW, TB0001011,,0,,SB00010
B0001,FULLW, TB0001012,,0,,SB00010
B0001,FULLW, TB0001013,,0,,SB00010
B0001,FULLW, TB0001014,,0,,SB00010
B0001,FULLW, TB0001015,,0,,SB00010
B0001,FULLW, TB0001016,,0,,SB00010
B0001,FULLW, TB0001017,,0,,SB00010
B0001,FULLW, TB0001018,,0,,SB00010
B0001,FULLW, TB0001019,,0,,SB00010
B0001,FULLW, TB0001020,,0,,SB00010
B0001,FULLW, TB0001021,,0,,SB00010
B0001,FULLW, TB0001022,,0,,SB00010
B0001,FULLW, TB0001023,,0,,SB00010
B0001,FULLW, TB0001024,,0,,SB00010
B0001,FULLW, TB0001025,,0,,SB00010
B0001,FULLW, TB0001026,,0,,SB00010
B0001,FULLW, TB0001027,,0,,SB00010
B0001,FULLW, TB0001028,,0,,SB00010
B0001,FULLW, TB0001029,,0,,SB00010
B0001,FULLW, TB0001030,,0,,SB00010
B0001,FULLW, TB0001031,,0,,SB00010
B0001,FULLW, TB0001032,,0,,SB00010
B0001,FULLW, TB0001033,,0,,SB00010
B0001,FULLW, TB0001034,,0,,SB00010
B0001,FULLW, TB0001035,,0,,SB00010
B0001,FULLW, TB0001036,,0,,SB00010
