stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_url
BS000212,โค้งเกริก,,13.6265351745484,100.588128304849,
BS000211,อุดมเดช(กศน.),,13.6217385215153,100.589911908215,
BS000210,โรงนม,,13.6190616835128,100.590884384023,
BS000209,นารถสุนทร,,13.6163766795252,100.591846594269,
BS000208,วัดบางนางเกรง,,13.6139711023666,100.592697426908,
BS000207,ไปรษณีย์ปากน้ำ,,13.6109042962773,100.593811666279,
BS000206,สวนบุญศิริ,,13.6070174127347,100.595250310244,
BS000205,โรงเรียนสารพัดช่างสมุทรปราการ,,13.60150715197,100.597099595355,
BS000204,ศาลากลางจังหวัดสมุทรปราการ,,13.5993461443975,100.597417333981,
BS000203,ตลาดปากน้ำ,,13.5964032476241,100.596234274889,
BS000202,วงเวียนท้ายบ้าน,,13.58995594412978,100.5972648146618,
BS000201,โรงพยาบาลสมุทรปราการ,,13.58468185674045,100.5996838788275,
BS000200,โรงเรียนป๊วยฮั้วสมุทรปราการ,,13.58270074239674,100.6006627007006,
BS000199,ป้ายรถประจำทางสายลวด,,13.57885841405137,100.6027024538405,
BS000198,ตรงข้ามบิ๊กซีสมุทรปราการ,,13.58452809,100.60810457,
BS000381,โรงเรียนปากเกร็ด,,13.9113477444446,100.497874799701,
BS000380,เมเจอร์ฮอลิวูดปากเกร็ด,,13.90786105,100.50265471,
BS000379,ซอยติวานนท์-ปากเกร็ด 3,,13.90348208,100.50512859,
BS000378,ตรงข้ามวิทยาลัยการชลประทาน,,13.89840823,100.50701457,
BS000377,กรมชลประทาน,,13.89257021,100.5092421,
BS000376,โรงเรียนสอนขับรถทิพวัลย์,,13.88719695916142,100.5112074066287,
BS000375,ธ.ออมสิน สาขาติวานนท์,,13.88473764374716,100.512121265832,
BS000374,ตรงข้ามซอยติวานนท์ 50,,13.88356171158419,100.5125325254927,
BS000373,ซอยติวานนท์ 39,,13.88249427437899,100.5129360543812,
BS000372,ซอยติวานนท์ 31,,13.87624178258458,100.5153964373979,
BS000371,ธนาคารทหารไทย,,13.87311181,100.51661768,
BS000370,โรงเรียนสันติวัล,,13.87044845,100.51765249,
BS000369,สถานีวิทยุดาวเทียม นนทบุรี,,13.86728719085865,100.5187296642531,
BS000368,Esplanad Ceneplex,,13.86357741,100.52020743,
BS000367,แคลาย,,13.8583327127252,100.525682351716,
BS000366,องค์การโทรศัพท์งามวงศ์วาน,,13.8580176686083,100.529347161098,
BS000365,บางลำพู 1,,13.8570000267379,100.537294791219,
BS000364,ห้างเดอะมอลล์งามวงศ์วาน,,13.8563876476255,100.541758813165,
BS000363,แยกพงษ์เพชร,,13.8559287544787,100.545820601753,
BS000362,ชินเขตน์ 1,,13.8545413667075,100.548514946993,
BS000361,ชินเขตน์ 2,,13.8528709901114,100.551478057766,
BS000360,เรือนจำกลางคลองเปรม,,13.8505813266922,100.555752834962,
BS000359,เรือนจำลาดยาว,,13.8494774482889,100.557610019902,
BS000358,การไฟฟ้าภูมิภาค,,13.8447526741217,100.566156040685,
BS000357,ม.เกษตร,,13.8423336946353,100.570494419219,
BS000356,ตลาดอมรพันธ์,,13.8401362924354,100.574464505941,
BS000355,เกษตรอมรภัณฑ์,,13.8389922534712,100.575026367588,
BS000354,ตรงข้ามธนาคารกรุงเทพ สาขาเสนา,,13.83788313293401,100.5744671650927,
BS000353,เสนา,,13.8365476477883,100.573626121136,
BS000352,ตรงข้ามโรงพยาบาลเมโย,,13.83526150509997,100.5728663898396,
BS000351,ซอยเสนานิคม,,13.8341582799887,100.572202006296,
BS000350,โรงพยาบาลเมโย,,13.831610154479,100.570714082832,
BS000349,ตรงข้ามโรงเรียนเมทารักษ์การบริบาร,,13.8305624,100.57019384,
BS000348,โรงเรียนไทยวิจิตรศิลป์,,13.829451153841,100.569431919186,
BS000347,ห้างเมเจอร์รัชโยธิน,,13.8279945668746,100.568565315167,
BS000346,ตึกช้าง,,13.8255794698302,100.567168377667,
BS000345,โรงเรียนสตรีวรนารถ,,13.824156640167,100.566342239118,
BS000344,โรงเรียนสตรีวรนารถ,,13.8223448517805,100.565228123733,
BS000343,กองปราบปราม,,13.8195849629725,100.563630466113,
BS000342,กองทะเบียนปราบปราม,,13.8181330319307,100.562755202288,
BS000341,ห้างเซ็นทรัลลาดพร้าว,,13.81626257715666,100.5615584490139,
BS000340,MRT พหลโยธิน,,13.8147391662475,100.560509353025,
BS000339,ธนาคารทหารไทย สนญ,,13.8085188249261,100.556998813239,
BS000338,จตุจักร,,13.80388861362,100.554183238136,
BS000337,ตลาดนัดจตุจักร,,13.7985595817722,100.548512907769,
BS000336,ตลาดนัดจตุจักร,,13.8005944418884,100.548473924642,
BS000335,เจเจมอลล์,,13.8016684824799,100.548395086013,
BS000334,สวนสิริกิติ์,,13.8054375779319,100.548275113663,
BS000333,ท่ารถประจำทางหมอชิต,,13.8109070222117,100.547738150811,
BS000332,สวนสิริกิติ์,,13.8054220627873,100.547973220999,
BS000331,ตรงข้ามตลาดนัดจตุจักร,,13.80175844219966,100.548121071229,
BS000330,สวนจตุจักร,,13.80037223908308,100.5481377362527,
BS000329,สวนจตุจักร,,13.8000405467412,100.552410751681,
BS000328,BTS หมอชิต,,13.8025717710927,100.553861683658,
BS000327,จตุจักร,,13.8037420802035,100.554602743225,
BS000326,ธนาคารทหารไทย สนญ,,13.8084810113387,100.557345544676,
BS000325,ห้างเซ็นทรัลลาดพร้าว,,13.8147632561668,100.561107100602,
BS000324,ห้างเซ็นทรัลลาดพร้าว,,13.8162897901714,100.561919834618,
BS000323,กองปราบปราม,,13.8193808069637,100.563741683635,
BS000322,โรงเรียนสตรีวรนารถ,,13.8222149379951,100.565414882919,
BS000321,โรงเรียนสตรีวรนารถ,,13.824076092435,100.566513603899,
BS000320,ตึกช้าง,,13.8254340804468,100.567320548566,
BS000319,ห้างเมเจอร์รัชโยธิน,,13.8278683946814,100.568789771584,
BS000318,โรงเรียนไทยวิจิตรศิลป์,,13.8293492064538,100.56963637906,
BS000317,โรงเรียนเมทารักษ์การบริบาร,,13.83021348,100.57009827,
BS000316,โรงพยาบาลเมโย,,13.831397287523,100.570841191777,
BS000315,ซอยเสนานิคม,,13.8340588526929,100.572356287583,
BS000314,โรงพยาบาลเมโย,,13.8352273788693,100.573046885995,
BS000313,เสนา,,13.8364379493119,100.573768025779,
BS000312,ธนาคารกรุงเทพ สาขาเสนา,,13.83785820629476,100.5745830429915,
BS000311,แยกเกษตร,,13.838786936901,100.575134707595,
BS000310,ม.เกษตร,,13.842604117262,100.570608589076,
BS000309,การไฟฟ้าภูมิภาค,,13.8450056400873,100.566327685348,
BS000308,เรือนจำลาดยาว,,13.8496986080627,100.557887385007,
BS000307,เรือนจำกลางคลองเปรม,,13.85079,100.55592,
BS000306,ชินเขตน์ 2,,13.8531736818624,100.551637042394,
BS000305,ชินเขตน์ 1,,13.8549074665248,100.548575506983,
BS000304,แยกพงษ์เพชร,,13.8561530120279,100.546038489395,
BS000303,ห้างเดอะมอลล์งามวงศ์วาน,,13.8567538696721,100.54184217201,
BS000302,บางลำพู 1,,13.8573790780382,100.537143664224,
BS000301,องค์การโทรศัพท์งามวงศ์วาน,,13.858305723031,100.529320982297,
BS000300,แคลาย,,13.8587686013772,100.525690152752,
BS000299,ตรงข้าม Esplanad Ceneplex,,13.86325918618278,100.5205529631006,
BS000298,ตรงข้ามสถานีวิทยุดาวเทียม นนทบุรี,,13.86702852,100.51904769,
BS000297,ตรงข้ามโรงเรียนสันติวัล,,13.8694755545054,100.5181954011501,
BS000296,ซอยติวานนท์ 36,,13.87273319,100.51695173,
BS000295,โตโยต้าเมืองนนทบุรี,,13.87982066,100.51424142,
BS000294,ซอยสถิตย์ยุทธการ 5,,13.88254617721666,100.5132278597727,
BS000293,ซอยติวานน์ 50,,13.88357722577782,100.5127905095822,
BS000292,ซอยติวานนท์ 50/1,,13.88474114,100.51236436,
BS000291,หน้าร้านอาหารเยาวราช,,13.88745018,100.51133586,
